Site,"Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake"
"05-18-2022 18:15:00",,3.0,13.8,0.1,,,103.3,1008.2,24.27,36.3,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 18:30:00",,3.0,13.8,0.1,,,104.8,1008.1,24.28,36.2,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 18:45:00",,3.0,13.8,0.1,,,106.0,1007.9,24.25,36.2,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 19:00:00",,3.0,14.3,0.1,,,104.6,1008.0,24.27,36.2,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 19:15:00",,3.0,13.8,0.1,,,104.5,1008.1,24.24,36.2,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 19:30:00",,3.0,13.8,0.1,,,106.5,1008.0,24.26,36.2,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 19:45:00",,3.0,13.8,0.1,,,100.4,1007.8,24.26,36.2,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 20:00:00",,3.0,13.8,0.1,,,105.6,1007.6,24.27,36.2,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 20:15:00",,3.0,13.8,0.1,,,105.4,1007.6,24.26,36.2,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 20:30:00",,3.0,13.9,0.1,,,103.1,1007.5,24.27,36.1,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 20:45:00",,3.0,13.8,0.1,,,103.6,1007.4,24.26,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 21:00:00",,3.0,13.9,0.1,,,102.1,1007.5,24.27,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 21:15:00",,3.0,13.8,0.1,,,106.1,1007.5,24.27,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 21:30:00",,3.0,13.9,0.1,,,102.8,1007.7,24.28,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 21:45:00",,3.0,13.8,0.1,,,103.9,1007.7,24.28,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 22:00:00",,3.0,13.8,0.1,,,102.0,1007.7,24.30,36.1,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 22:15:00",,3.0,13.9,0.1,,,105.3,1007.8,24.30,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 22:30:00",,3.0,14.0,0.1,,,105.1,1007.8,24.32,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 22:45:00",,3.0,13.8,0.1,,,105.3,1007.8,24.32,36.1,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 23:00:00",,3.0,13.8,0.1,,,106.1,1007.8,24.33,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 23:15:00",,3.0,13.8,0.1,,,104.6,1007.8,24.34,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 23:30:00",,3.0,13.8,0.1,,,104.8,1007.9,24.34,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 23:45:00",,3.0,14.3,0.1,,,105.3,1008.0,24.35,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 00:00:00",,3.0,13.9,0.1,,,105.9,1007.9,24.37,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 00:15:00",,3.0,13.8,0.1,,,105.5,1007.8,24.37,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 00:30:00",,3.0,13.8,0.1,,,105.0,1007.8,24.38,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 00:45:00",,3.0,13.8,0.1,,,104.8,1007.8,24.36,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 01:00:00",,3.0,13.8,0.1,,,107.0,1007.8,24.39,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 01:15:00",,3.0,13.8,0.1,,,104.9,1007.7,24.40,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 01:30:00",,3.0,13.8,0.1,,,104.4,1007.5,24.41,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 01:45:00",,3.0,13.8,0.1,,,104.6,1007.4,24.39,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 02:00:00",,3.0,13.8,0.1,,,105.2,1007.4,24.41,36.1,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 02:15:00",,3.0,13.8,0.1,,,104.3,1007.2,24.42,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 02:30:00",,3.0,13.9,0.1,,,102.5,1007.0,24.42,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 02:45:00",,3.0,13.9,0.1,,,108.1,1006.8,24.40,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 03:00:00",,3.0,13.9,0.1,,,104.4,1006.7,24.43,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 03:15:00",,3.0,14.1,0.1,,,105.3,1006.2,24.43,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 03:30:00",,3.0,14.3,0.1,,,103.2,1006.0,24.43,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 03:45:00",,3.0,13.9,0.1,,,105.4,1005.9,24.43,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 04:00:00",,3.0,13.9,0.1,,,104.3,1005.8,24.44,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 04:15:00",,3.0,13.9,0.1,,,102.8,1005.6,24.44,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 04:30:00",,3.0,13.8,0.1,,,105.1,1005.4,24.44,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 04:45:00",,3.0,13.8,0.1,,,103.1,1005.5,24.41,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 05:00:00",,3.0,13.8,0.1,,,105.6,1005.4,24.42,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 05:15:00",,3.0,13.9,0.1,,,103.9,1005.0,24.40,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 05:30:00",,3.0,13.9,0.1,,,104.7,1004.8,24.41,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 05:45:00",,3.0,13.8,0.1,,,105.0,1004.9,24.42,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 06:00:00",,3.0,13.9,0.1,,,104.8,1004.8,24.42,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 06:15:00",,3.0,13.9,0.1,,,103.3,1004.6,24.41,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 06:30:00",,3.0,13.8,0.1,,,106.6,1004.6,24.41,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 06:45:00",,3.0,13.8,0.1,,,105.7,1004.4,24.40,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 07:00:00",,3.0,14.2,0.1,,,105.7,1004.5,24.41,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 07:15:00",,3.0,13.9,0.1,,,105.6,1004.6,24.37,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 07:30:00",,3.0,13.8,0.1,,,104.0,1004.4,24.38,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 07:45:00",,3.0,13.9,0.1,,,105.9,1004.6,24.38,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 08:00:00",,3.0,13.8,0.1,,,105.7,1004.1,24.38,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 08:15:00",,3.0,13.9,0.1,,,103.2,1004.1,24.37,36.1,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 08:30:00",,3.0,13.8,0.1,,,105.9,1004.3,24.37,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 08:45:00",,3.0,13.9,0.1,,,102.7,1004.1,24.37,36.1,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 09:00:00",,3.0,13.9,0.1,,,104.1,1003.7,24.37,36.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 09:15:00",,3.0,13.8,0.1,,,104.9,1003.5,24.34,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 09:30:00",,3.0,13.8,0.1,,,102.8,1003.2,24.36,36.1,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 09:45:00",,3.0,13.8,0.1,,,104.7,1002.9,24.33,36.1,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 10:00:00",,3.0,13.8,0.1,,,101.9,1002.4,24.35,36.1,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 10:15:00",,3.0,13.9,0.1,,,104.3,1002.3,24.32,36.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 10:30:00",,3.0,13.8,0.1,,,102.8,1002.4,24.34,36.1,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 10:45:00",,3.0,13.9,0.1,,,101.9,1002.3,24.33,36.1,-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 11:00:00",,3.0,13.8,0.1,,,106.7,1002.2,24.34,36.1,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 11:30:00",,3.0,13.4,0.1,,,110.1,1001.2,23.66,35.9,-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 11:45:00",,3.0,13.3,0.1,,,109.4,1000.6,21.28,38.8,-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 12:00:00",,3.0,13.3,0.1,,,108.6,1000.3,19.20,40.8,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 12:15:00",,3.0,13.2,0.1,,,109.6,1000.6,17.90,41.1,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 12:30:00",,3.0,13.2,0.1,,,105.0,1000.5,16.81,40.8,-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 12:45:00",,3.0,13.2,0.1,,,102.7,1000.9,16.05,40.2,-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 13:00:00",,3.0,13.2,0.1,,,103.3,1001.5,15.97,39.0,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 13:15:00",,3.0,13.2,0.0,,,104.1,1001.3,16.17,37.8,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 13:30:00",,3.0,13.2,0.1,,,104.8,1001.3,16.48,36.9,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 13:45:00",,3.0,13.2,0.0,,,102.6,1001.5,16.83,36.2,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 14:00:00",,3.0,13.2,0.1,,,102.9,1001.7,17.15,35.7,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 14:15:00",,3.0,13.2,0.1,,,102.5,1001.3,17.45,35.3,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 14:30:00",,3.0,13.2,0.1,,,102.7,1000.9,17.73,35.1,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 14:45:00",,3.0,13.2,0.1,,,102.3,1000.9,17.97,34.9,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 15:00:00",,3.0,13.2,0.1,,,104.1,1001.0,18.20,34.8,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 15:15:00",,3.0,13.2,0.1,,,71.9,1001.0,18.40,34.8,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 15:30:00",,3.0,13.2,0.1,,,104.9,1001.0,18.59,34.7,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 15:45:00",,3.0,13.1,0.1,,,105.3,1001.0,18.77,34.7,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 16:00:00",,3.0,13.1,0.1,,,105.5,1001.1,18.93,34.7,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 16:15:00",,3.0,13.2,0.1,,,104.3,1001.0,19.08,34.7,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 16:30:00",,3.0,13.2,0.1,,,104.1,1001.0,19.21,34.7,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 16:45:00",,3.0,13.1,0.1,,,71.7,1001.1,19.33,34.7,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 17:00:00",,3.0,13.2,0.1,,,105.1,1001.1,19.45,34.7,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 17:15:00",,3.0,13.1,0.1,,,104.4,1001.2,19.56,34.7,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 17:30:00",,3.0,13.2,0.1,,,102.8,1001.5,19.67,34.8,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 17:45:00",,3.0,13.1,0.1,,,102.9,1001.6,19.78,34.8,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 18:00:00",,3.0,13.1,0.1,,,105.9,1001.6,19.87,34.8,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 18:15:00",,3.0,13.1,0.1,,,105.0,1001.8,19.97,34.8,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 18:30:00",,3.0,13.2,0.0,,,104.9,1002.0,20.06,34.8,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 18:45:00",,3.0,13.2,0.1,,,104.0,1001.9,20.13,34.8,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 19:00:00",,3.0,13.1,0.1,,,104.6,1001.9,20.21,34.9,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 19:15:00",,3.0,13.1,0.1,,,104.8,1001.8,20.28,34.9,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 19:30:00",,3.0,13.2,0.1,,,105.8,1001.9,20.36,34.9,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 19:45:00",,3.0,13.1,0.1,,,102.9,1002.1,20.42,34.9,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 20:00:00",,3.0,13.1,0.1,,,103.9,1002.4,20.48,35.0,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 20:15:00",,3.0,13.1,0.1,,,103.8,1002.6,20.54,35.0,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 20:30:00",,3.0,13.1,0.1,,,102.9,1002.8,20.60,35.0,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 20:45:00",,3.0,13.1,0.1,,,105.0,1003.1,20.66,35.0,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 21:00:00",,3.0,13.1,0.1,,,105.5,1003.5,20.71,35.0,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 21:15:00",,3.0,13.1,0.1,,,102.8,1004.0,20.76,35.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 21:30:00",,3.0,13.1,0.0,,,103.6,1004.7,20.82,35.1,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 21:45:00",,3.0,13.1,0.1,,,101.3,1005.0,20.88,35.1,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 22:00:00",,3.0,13.1,0.1,,,104.7,1005.1,20.94,35.1,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 22:15:00",,3.0,13.1,0.1,,,103.2,1005.1,20.99,35.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 22:30:00",,3.0,13.1,0.1,,,102.4,1005.1,21.05,35.1,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 22:45:00",,3.0,13.1,0.1,,,104.0,1005.3,21.10,35.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 23:00:00",,3.0,13.1,0.1,,,101.9,1005.3,21.15,35.1,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 23:15:00",,3.0,13.1,0.1,,,103.7,1005.4,21.20,35.2,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 23:30:00",,3.0,13.1,0.1,,,102.7,1005.7,21.25,35.2,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-19-2022 23:45:00",,3.0,13.1,0.1,,,103.3,1005.9,21.30,35.2,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-20-2022 00:00:00",,3.0,13.1,0.1,,,105.8,1006.0,21.35,35.2,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-20-2022 00:15:00",,3.0,13.1,0.1,,,104.1,1005.9,21.39,35.2,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-20-2022 00:30:00",,3.0,13.1,0.1,,,104.9,1006.0,21.44,35.2,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-20-2022 00:45:00",,3.0,13.1,0.1,,,104.6,1006.1,21.48,35.2,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-20-2022 01:00:00",,3.0,13.1,0.1,,,104.2,1006.3,21.52,35.3,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-20-2022 01:15:00",,3.0,13.1,0.1,,,104.3,1006.3,21.56,35.3,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-20-2022 01:30:00",,3.0,13.1,0.1,,,105.9,1006.3,21.60,35.3,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-20-2022 01:45:00",,3.0,13.1,0.1,,,106.3,1006.4,21.64,35.3,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-20-2022 02:00:00",,3.0,13.1,0.1,,,104.3,1006.5,21.68,35.3,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-20-2022 02:15:00",,3.0,13.1,0.1,,,103.2,1006.4,21.71,35.3,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
