Site,"Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake","Main Lake"
"05-05-2022 07:30:00",,3.0,14.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-05-2022 08:30:00",,3.0,14.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-05-2022 09:15:00",,3.0,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-05-2022 09:30:00",,3.0,3.9,0.1,,,1.9,1019.2,26.79,35.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-05-2022 10:00:00",,3.0,4.0,0.1,,,1.7,1018.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-05-2022 10:45:00",,3.0,14.7,0.1,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 15:45:00",,3.0,14.0,0.1,,,104.7,1001.7,21.69,33.6,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 16:00:00",,3.0,14.0,0.1,,,103.5,1001.3,22.32,34.4,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 16:15:00",,3.0,14.0,0.1,,,103.2,1001.3,22.88,35.0,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 16:30:00",,3.0,14.1,0.1,,,102.2,1001.3,23.30,35.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 16:45:00",,3.0,14.1,0.1,,,104.0,1001.0,23.69,35.8,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 17:00:00",,3.0,14.2,0.1,,,105.1,1001.1,24.02,36.0,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 17:15:00",,3.0,13.6,0.1,,,103.5,1001.2,24.25,36.2,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 17:30:00",,3.0,14.2,0.1,,,101.8,1001.4,24.48,36.3,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 17:45:00",,3.0,14.2,0.1,,,104.6,1001.4,24.60,36.4,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 18:00:00",,3.0,14.3,0.1,,,106.3,1001.5,24.75,36.4,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 18:15:00",,3.0,13.7,0.1,,,104.6,1001.8,24.82,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 18:30:00",,3.0,14.3,0.1,,,105.0,1002.0,24.92,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 18:45:00",,3.0,14.3,0.1,,,105.9,1002.2,24.97,36.6,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 19:00:00",,3.0,14.4,0.1,,,105.7,1002.3,25.03,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 19:15:00",,3.0,14.4,0.1,,,102.8,1002.5,25.06,36.6,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 19:30:00",,3.0,14.4,0.1,,,102.6,1002.8,25.11,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 19:45:00",,3.0,13.9,0.1,,,103.9,1003.1,25.12,36.6,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 20:00:00",,3.0,13.9,0.1,,,94.2,1003.3,25.17,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 20:15:00",,3.0,14.0,0.1,,,105.7,1003.5,25.17,36.6,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 20:30:00",,3.0,13.9,0.1,,,103.1,1003.8,25.21,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 20:45:00",,3.0,14.4,0.1,,,107.5,1004.2,25.21,36.6,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 21:00:00",,3.0,14.1,0.1,,,105.2,1005.0,25.26,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 21:15:00",,3.0,14.3,0.1,,,104.1,1005.0,25.28,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 21:30:00",,3.0,14.1,0.1,,,100.6,1005.2,25.30,36.5,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 21:45:00",,3.0,14.0,0.1,,,104.5,1005.4,25.32,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 22:00:00",,3.0,14.4,0.1,,,103.5,1005.6,25.34,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 22:15:00",,3.0,14.4,0.1,,,104.9,1005.8,25.32,36.6,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 22:30:00",,3.0,14.2,0.1,,,103.7,1005.8,25.35,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 22:45:00",,3.0,14.4,0.1,,,104.9,1006.1,25.34,36.6,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 23:00:00",,3.0,14.5,0.1,,,103.9,1006.0,25.38,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 23:15:00",,3.0,14.4,0.1,,,104.5,1006.0,25.37,36.5,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 23:30:00",,3.0,14.0,0.1,,,106.4,1006.1,25.39,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-17-2022 23:45:00",,3.0,14.5,0.1,,,105.3,1006.2,25.37,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 00:00:00",,3.0,14.4,0.1,,,103.1,1006.3,25.39,36.5,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 00:15:00",,3.0,14.1,0.1,,,102.6,1006.4,25.37,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 00:30:00",,3.0,14.1,0.1,,,104.2,1006.5,25.40,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 00:45:00",,3.0,14.1,0.1,,,105.1,1006.7,25.38,36.6,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 01:00:00",,3.0,14.1,0.1,,,105.5,1006.8,25.39,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 01:15:00",,3.0,14.2,0.1,,,105.0,1006.8,25.37,36.6,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 01:30:00",,3.0,14.2,0.1,,,105.5,1006.9,25.38,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 01:45:00",,3.0,14.1,0.1,,,103.1,1006.9,25.35,36.6,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 02:00:00",,3.0,14.1,0.1,,,103.1,1006.9,25.37,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 02:15:00",,3.0,14.5,0.1,,,102.3,1006.9,25.34,36.6,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 02:30:00",,3.0,14.5,0.1,,,104.0,1007.0,25.35,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 02:45:00",,3.0,14.4,0.1,,,106.5,1007.1,25.32,36.6,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 03:00:00",,3.0,14.2,0.1,,,104.1,1007.2,25.33,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 03:15:00",,3.0,14.1,0.1,,,102.8,1007.4,25.29,36.6,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 03:30:00",,3.0,14.3,0.1,,,104.2,1007.6,25.31,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 03:45:00",,3.0,14.2,0.1,,,103.9,1007.7,25.27,36.6,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 04:00:00",,3.0,14.2,0.1,,,102.1,1007.8,25.28,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 04:15:00",,3.0,14.2,0.1,,,104.5,1008.1,25.24,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 04:30:00",,3.0,14.3,0.1,,,105.0,1008.4,25.25,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 04:45:00",,3.0,14.2,0.1,,,104.3,1008.5,25.21,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 05:00:00",,3.0,14.2,0.1,,,103.4,1008.6,25.22,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 05:15:00",,3.0,14.3,0.1,,,104.0,1008.7,25.18,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 05:30:00",,3.0,14.2,0.1,,,104.7,1009.4,25.19,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 05:45:00",,3.0,14.5,0.1,,,104.8,1009.3,25.14,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 06:00:00",,3.0,14.2,0.1,,,102.7,1009.5,25.15,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 06:15:00",,3.0,14.2,0.1,,,104.7,1009.6,25.11,36.5,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 06:30:00",,3.0,14.5,0.1,,,104.4,1009.8,25.11,36.5,-69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 06:45:00",,3.0,14.2,0.1,,,102.3,1010.0,25.07,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 07:00:00",,3.0,14.4,0.1,,,103.8,1010.4,25.07,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 07:15:00",,3.0,14.3,0.1,,,103.1,1010.8,25.06,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 07:30:00",,3.0,14.5,0.1,,,103.2,1010.9,25.05,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 07:45:00",,3.0,14.3,0.1,,,105.2,1010.9,25.04,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 08:00:00",,3.0,14.2,0.1,,,103.3,1011.1,25.02,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 08:15:00",,3.0,14.3,0.1,,,104.6,1011.1,24.98,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 08:30:00",,3.0,14.3,0.1,,,104.2,1011.4,24.98,36.5,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 08:45:00",,3.0,14.3,0.1,,,103.5,1011.6,24.93,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 09:00:00",,3.0,14.2,0.1,,,105.0,1011.8,24.93,36.4,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 09:15:00",,3.0,14.2,0.1,,,103.9,1012.0,24.90,36.5,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 09:30:00",,3.0,14.5,0.1,,,104.2,1012.3,24.90,36.4,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 09:45:00",,3.0,14.3,0.1,,,102.4,1012.4,24.86,36.5,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 10:00:00",,3.0,14.6,0.1,,,105.8,1012.4,24.86,36.4,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 10:15:00",,3.0,14.3,0.1,,,105.1,1012.4,24.82,36.4,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 10:30:00",,3.0,14.5,0.1,,,102.6,1012.6,24.81,36.4,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 10:45:00",,3.0,14.5,0.1,,,103.4,1012.6,24.80,36.4,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 11:00:00",,3.0,14.3,0.1,,,103.7,1012.5,24.77,36.4,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 11:15:00",,3.0,14.3,0.1,,,105.6,1012.6,24.73,36.4,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 11:30:00",,3.0,14.3,0.1,,,104.6,1012.4,24.73,36.4,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 11:45:00",,3.0,14.2,0.1,,,102.7,1012.0,24.71,36.4,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 12:00:00",,3.0,13.8,0.1,,,106.2,1011.6,24.69,36.4,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 12:15:00",,3.0,13.8,0.1,,,103.7,1011.4,24.65,36.4,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 12:30:00",,3.0,13.8,0.1,,,104.3,1011.3,24.65,36.4,-61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 12:45:00",,3.0,13.8,0.1,,,102.9,1011.2,24.61,36.4,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 13:00:00",,3.0,13.8,0.1,,,104.3,1011.0,24.61,36.4,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 13:15:00",,3.0,13.8,0.1,,,105.3,1010.9,24.57,36.4,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 13:30:00",,3.0,13.8,0.1,,,103.8,1010.8,24.57,36.4,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 13:45:00",,3.0,13.8,0.1,,,104.5,1010.4,24.53,36.4,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 14:00:00",,3.0,13.8,0.1,,,103.6,1010.2,24.54,36.4,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 14:15:00",,3.0,14.3,0.1,,,102.3,1010.0,24.50,36.4,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 14:30:00",,3.0,13.7,0.1,,,104.7,1009.9,24.50,36.3,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 14:45:00",,3.0,14.2,0.1,,,104.4,1009.9,24.47,36.4,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 15:00:00",,3.0,13.8,0.1,,,104.8,1009.9,24.47,36.3,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 15:15:00",,3.0,13.8,0.1,,,104.4,1009.8,24.47,36.3,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 15:30:00",,3.0,13.8,0.1,,,102.9,1009.8,24.45,36.3,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 15:45:00",,3.0,13.8,0.1,,,104.5,1009.5,24.43,36.3,-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 16:00:00",,3.0,13.8,0.1,,,106.3,1009.3,24.41,36.3,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 16:15:00",,3.0,13.8,0.1,,,104.7,1009.1,24.38,36.3,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 16:30:00",,3.0,13.8,0.1,,,104.9,1008.9,24.38,36.3,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 16:45:00",,3.0,14.0,0.1,,,104.4,1008.7,24.36,36.3,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 17:00:00",,3.0,13.8,0.1,,,103.1,1008.7,24.35,36.3,-65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 17:15:00",,3.0,13.8,0.1,,,104.9,1008.6,24.34,36.3,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 17:30:00",,3.0,13.8,0.1,,,105.1,1008.6,24.33,36.2,-67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 17:45:00",,3.0,13.8,0.1,,,104.8,1008.6,24.29,36.3,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-18-2022 18:00:00",,3.0,13.9,0.1,,,104.8,1008.4,24.30,36.2,-63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
